0.60 1.707645 -0.043050
0.65 1.701161 0.231823
0.70 1.690662 0.136324
0.75 1.691543 -0.199590
0.80 1.712211 -0.631398
0.85 1.754079 -1.028101
0.90 1.812781 -1.291839
0.95 1.880098 -1.367103
1.00 1.946100 -1.240058
1.05 2.001053 -0.930723
1.10 2.036837 -0.481617
1.15 2.047775 0.053834
1.20 2.030928 0.621019
1.25 1.985964 1.171121
1.30 1.914753 1.665382
1.35 1.820808 2.077086
1.40 1.708669 2.391729
1.45 1.583316 2.605850
1.50 1.449671 2.724917
1.55 1.312215 2.760679
1.60 1.174738 2.728427
1.65 1.040232 2.644515
1.70 0.910888 2.524443
1.75 0.788166 2.381607
1.80 0.672926 2.226707
1.85 0.565563 2.067688
1.90 0.466134 1.910036
1.95 0.374477 1.757255
2.00 0.290293 1.611385
2.05 0.213206 1.473467
2.10 0.142806 1.343909
2.15 0.078675 1.222748
2.20 0.020394 1.109825
2.25 -0.032441 1.004881
2.30 -0.080222 0.907622
2.35 -0.123326 0.817747
2.40 -0.162115 0.734963
2.45 -0.196936 0.658992
2.50 -0.228123 0.589570
2.55 -0.255998 0.526435
2.60 -0.280867 0.469321
2.65 -0.303025 0.417944
2.70 -0.322752 0.371991
2.75 -0.340309 0.331118
2.80 -0.355942 0.294949
2.85 -0.369876 0.263085
2.90 -0.382316 0.235118
2.95 -0.393446 0.210640
3.00 -0.403431 0.189261
3.05 -0.412417 0.170613
3.10 -0.420532 0.154361
3.15 -0.427888 0.140199
3.20 -0.434583 0.127851
3.25 -0.440699 0.117064
3.30 -0.446311 0.107607
3.35 -0.451479 0.099271
3.40 -0.456254 0.091869
3.45 -0.460679 0.085239
3.50 -0.464788 0.079249
3.55 -0.468612 0.073797
3.60 -0.472176 0.068812
3.65 -0.475501 0.064248
3.70 -0.478607 0.060077
3.75 -0.481514 0.056274
3.80 -0.484240 0.052811
3.85 -0.486801 0.049644
3.90 -0.489209 0.046706
3.95 -0.491474 0.043912
4.00 -0.493600 0.041161
4.05 -0.495589 0.038364
4.10 -0.497436 0.035513
4.15 -0.499140 0.032626
4.20 -0.500698 0.029723
4.25 -0.502112 0.026830
4.30 -0.503382 0.023972
4.35 -0.504510 0.021178
4.40 -0.505501 0.018473
4.45 -0.506360 0.015885
4.50 -0.507092 0.013435
4.55 -0.507706 0.011145
4.60 -0.508209 0.009031
4.65 -0.508612 0.007106
4.70 -0.508923 0.005380
4.75 -0.509153 0.003857
4.80 -0.509312 0.002538
4.85 -0.509410 0.001420
4.90 -0.509458 0.000497
4.95 -0.509463 -0.000243
5.00 -0.509436 -0.000811
5.05 -0.509385 -0.001222
5.10 -0.509316 -0.001495
5.15 -0.509237 -0.001647
5.20 -0.509153 -0.001697
5.25 -0.509069 -0.001664
5.30 -0.508988 -0.001566
5.35 -0.508913 -0.001422
5.40 -0.508846 -0.001248
5.45 -0.508788 -0.001059
5.50 -0.508740 -0.000867
5.55 -0.508702 -0.000683
5.60 -0.508672 -0.000515
5.65 -0.508650 -0.000370
5.70 -0.508634 -0.000250
5.75 -0.508624 -0.000156
5.80 -0.508618 -0.000089
5.85 -0.508615 -0.000044
5.90 -0.508613 -0.000018
5.95 -0.508613 -0.000006
6.00 -0.508613 0.000000
